   94  122  294  322  494  523  693  723
   56  167  256  367  456  566  656  766
   75  171  275  371  475  571  674  771
   37  168  237  368  437  568  637  768
   47  158  246  358  446  557  646  757
  499  581  699  780
   16  191  216  391  416  590  617  790
   48  139  248  340  448  540  648  740
    2  102  202  303  402  503  603  703  704
   45  179  245  378  445  578  645  778
   18  143  219  343  419  543  619  743
    3  190  203  390  403  590  604  790
   34  145  234  345  434  544  634  744
   98  132  298  333  497  533  697  733
   58  191  258  391  458  591  658  791
   64  158  264  358  464  558  664  758
    5  178  205  378  405  578  605  777
   81  141  280  341  480  541  680  742
   66  125  267  325  467  525  667  725
   64  118  263  318  463  518  663  719
   94  121  293  321  493  521  692  721
   14  151  214  351  414  551  614  752
   39  173  239  373  439  573  639  772
  607  799
   36  198  237  398  437  598  637  798
   23  182  183  223  382  423  582  623  782
    3  168  203  368  404  568  604  768
   98  159  298  359  497  559  697  759
   91  111  291  311  491  511  691  711
    5  101  205  301  406  501  606  702
   90  132  289  332  489  532  689  732
   66  184  266  384  466  583  666  783
   13  137  214  337  414  537  614  736
   93  101  292  301  492  501  691  701
   79  190  279  390  478  590  678  790
    1  106  201  306  402  507  602  707
   69  147  269  348  469  548  669  748
   63  125  263  325  462  526  662  726
   26  187  226  387  426  587  626  787
   62  101  262  302  462  502  661  702
   45  180  245  380  445  579  645  779
    8  176  208  376  409  576  609  775
   52  196  252  396  452  596  652  795
   77  178  277  378  477  578  677  778
   27  175  226  227  375  426  575  626  775
   70  187  269  386  469  586  669  786
   59  155  259  356  459  556  659  756
    5  102  206  302  406  502  606  702
   96  194  296  393  495  496  593  695  793
   88  127  288  327  488  527  688  726
   71  104  271  304  470  504  670  704
   80  104  280  304  480  504  505  679  705
   20  108  220  309  420  509  620  709
   76  177  275  377  475  576  675  776
  299  320  499  520  699  721
    3  140  204  340  404  541  605  741
    1  118  201  318  401  517  601  717
   42  146  242  346  442  546  642  746
   58  103  258  303  458  503  658  703
   33  139  233  339  434  539  634  739
   90  160  290  360  490  560  689  760
   91  140  291  340  490  540  690  740
   32  162  232  362  432  562  633  762
   21  150  221  350  421  550  621  751
   75  126  275  327  475  527  674  727
  200  384  400  584  600  784
   38  167  238  367  438  567  638  766
    8  132  208  333  408  533  609  733
   63  150  262  350  462  550  662  750
   16  146  216  346  417  546  617  746
   61  163  261  363  461  563  661  763
    9  151  209  351  409  551  609  751
   78  124  278  325  478  525  678  725
   92  160  292  360  491  560  691  759
   19  190  191  220  390  420  590  621  789
   61  188  261  388  461  587  661  787
   34  175  234  374  434  574  634  774
   44  159  244  359  444  559  644  759
   72  119  272  319  472  519  672  719  720
  336  499  536  699  736
    3  157  203  356  404  556  604  756
   86  169  286  370  486  570  686  770
   91  177  291  376  491  576  691  776
   68  100  268  300  468  501  668  701
    9  187  210  387  410  587  610  786
   81  149  280  349  480  549  680  749
   76  199  276  399  476  598  675  798
   13  156  213  356  414  556  614  757
   94  159  294  359  494  559  694  759
   91  187  290  387  490  587  690  787
   28  100  228  301  428  501  628  701
   55  131  255  331  455  532  654  732
    9  177  210  377  410  577  610  777
   53  137  253  337  453  537  653  737  738
   68  141  268  341  468  541  668  742
